instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Recency,Frequency,Monetary,Cluster
424,2012-02-28,Spring,2012,2,0,2,1,Clear,0.359167,0.353525,0.395833,0.193417,229,4134,4363,307,424,4363,2
425,2012-02-29,Spring,2012,2,0,3,1,Cloudy,0.344348,0.34847,0.804783,0.179117,65,1769,1834,306,425,1834,1
426,2012-03-01,Spring,2012,3,0,4,1,Clear,0.485833,0.475371,0.615417,0.226987,325,4665,4990,305,426,4990,2
427,2012-03-02,Spring,2012,3,0,5,1,Cloudy,0.353333,0.359842,0.657083,0.144904,246,2948,3194,304,427,3194,2
428,2012-03-03,Spring,2012,3,0,6,0,Cloudy,0.414167,0.413492,0.62125,0.161079,956,3110,4066,303,428,4066,2
429,2012-03-04,Spring,2012,3,0,0,0,Clear,0.325833,0.303021,0.403333,0.334571,710,2713,3423,302,429,3423,2
430,2012-03-05,Spring,2012,3,0,1,1,Clear,0.243333,0.241171,0.50625,0.228858,203,3130,3333,301,430,3333,2
431,2012-03-06,Spring,2012,3,0,2,1,Clear,0.258333,0.255042,0.456667,0.200875,221,3735,3956,300,431,3956,2
432,2012-03-07,Spring,2012,3,0,3,1,Clear,0.404167,0.3851,0.513333,0.345779,432,4484,4916,299,432,4916,2
433,2012-03-08,Spring,2012,3,0,4,1,Clear,0.5275,0.524604,0.5675,0.441563,486,4896,5382,298,433,5382,2
434,2012-03-09,Spring,2012,3,0,5,1,Cloudy,0.410833,0.397083,0.407083,0.4148,447,4122,4569,297,434,4569,2
435,2012-03-10,Spring,2012,3,0,6,0,Clear,0.2875,0.277767,0.350417,0.22575,968,3150,4118,296,435,4118,2
436,2012-03-11,Spring,2012,3,0,0,0,Clear,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,295,436,4911,2
437,2012-03-12,Spring,2012,3,0,1,1,Clear,0.466667,0.459592,0.489167,0.207713,838,4460,5298,294,437,5298,2
438,2012-03-13,Spring,2012,3,0,2,1,Clear,0.565,0.542929,0.6175,0.23695,762,5085,5847,293,438,5847,0
439,2012-03-14,Spring,2012,3,0,3,1,Clear,0.5725,0.548617,0.507083,0.115062,997,5315,6312,292,439,6312,0
440,2012-03-15,Spring,2012,3,0,4,1,Clear,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,291,440,6192,0
441,2012-03-16,Spring,2012,3,0,5,1,Cloudy,0.435833,0.436229,0.842083,0.113192,548,3830,4378,290,441,4378,2
442,2012-03-17,Spring,2012,3,0,6,0,Cloudy,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,289,442,7836,0
443,2012-03-18,Spring,2012,3,0,0,0,Cloudy,0.4725,0.464,0.81,0.126883,2207,3685,5892,288,443,5892,0
444,2012-03-19,Spring,2012,3,0,1,1,Clear,0.545,0.532821,0.72875,0.162317,982,5171,6153,287,444,6153,0
445,2012-03-20,Spring,2012,3,0,2,1,Clear,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,286,445,6093,0
446,2012-03-21,Summer,2012,3,0,3,1,Cloudy,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,285,446,6230,0
447,2012-03-22,Summer,2012,3,0,4,1,Clear,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,284,447,6871,0
448,2012-03-23,Summer,2012,3,0,5,1,Cloudy,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,283,448,8362,0
449,2012-03-24,Summer,2012,3,0,6,0,Cloudy,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,282,449,3372,2
450,2012-03-25,Summer,2012,3,0,0,0,Cloudy,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,281,450,4996,2
451,2012-03-26,Summer,2012,3,0,1,1,Clear,0.445833,0.43875,0.477917,0.386821,795,4763,5558,280,451,5558,2
452,2012-03-27,Summer,2012,3,0,2,1,Clear,0.323333,0.315654,0.29,0.187192,531,4571,5102,279,452,5102,2
453,2012-03-28,Summer,2012,3,0,3,1,Clear,0.484167,0.47095,0.48125,0.291671,674,5024,5698,278,453,5698,0
454,2012-03-29,Summer,2012,3,0,4,1,Clear,0.494167,0.482304,0.439167,0.31965,834,5299,6133,277,454,6133,0
455,2012-03-30,Summer,2012,3,0,5,1,Cloudy,0.37,0.375621,0.580833,0.138067,796,4663,5459,276,455,5459,2
456,2012-03-31,Summer,2012,3,0,6,0,Cloudy,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,275,456,6235,0
457,2012-04-01,Summer,2012,4,0,0,0,Cloudy,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,274,457,6041,0
458,2012-04-02,Summer,2012,4,0,1,1,Clear,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,273,458,5936,0
459,2012-04-03,Summer,2012,4,0,2,1,Clear,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,272,459,6772,0
460,2012-04-04,Summer,2012,4,0,3,1,Clear,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,271,460,6436,0
461,2012-04-05,Summer,2012,4,0,4,1,Clear,0.435,0.431163,0.374167,0.219529,1192,5265,6457,270,461,6457,0
462,2012-04-06,Summer,2012,4,0,5,1,Clear,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,269,462,6460,0
463,2012-04-07,Summer,2012,4,0,6,0,Clear,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,268,463,6857,0
464,2012-04-08,Summer,2012,4,0,0,0,Clear,0.5,0.492425,0.275833,0.232596,2230,2939,5169,267,464,5169,2
465,2012-04-09,Summer,2012,4,0,1,1,Clear,0.489167,0.476638,0.3175,0.358196,905,4680,5585,266,465,5585,2
466,2012-04-10,Summer,2012,4,0,2,1,Clear,0.446667,0.436233,0.435,0.249375,819,5099,5918,265,466,5918,0
467,2012-04-11,Summer,2012,4,0,3,1,Clear,0.348696,0.337274,0.469565,0.295274,482,4380,4862,264,467,4862,2
468,2012-04-12,Summer,2012,4,0,4,1,Clear,0.3975,0.387604,0.46625,0.290429,663,4746,5409,263,468,5409,2
469,2012-04-13,Summer,2012,4,0,5,1,Clear,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,262,469,6398,0
470,2012-04-14,Summer,2012,4,0,6,0,Clear,0.495,0.487996,0.502917,0.190917,2795,4665,7460,261,470,7460,0
471,2012-04-15,Summer,2012,4,0,0,0,Clear,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,260,471,7132,0
472,2012-04-16,Summer,2012,4,1,1,0,Clear,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,259,472,6370,0
473,2012-04-17,Summer,2012,4,0,2,1,Clear,0.608333,0.598487,0.390417,0.273629,989,5702,6691,258,473,6691,0
474,2012-04-18,Summer,2012,4,0,3,1,Cloudy,0.463333,0.457038,0.569167,0.167912,347,4020,4367,257,474,4367,2
475,2012-04-19,Summer,2012,4,0,4,1,Clear,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,256,475,6565,0
476,2012-04-20,Summer,2012,4,0,5,1,Clear,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,255,476,7290,0
477,2012-04-21,Summer,2012,4,0,6,0,Clear,0.57,0.542921,0.682917,0.283587,2541,4083,6624,254,477,6624,0
478,2012-04-22,Summer,2012,4,0,0,0,Rain,0.396667,0.389504,0.835417,0.344546,120,907,1027,253,478,1027,1
479,2012-04-23,Summer,2012,4,0,1,1,Cloudy,0.321667,0.301125,0.766667,0.303496,195,3019,3214,252,479,3214,2
480,2012-04-24,Summer,2012,4,0,2,1,Clear,0.413333,0.405283,0.454167,0.249383,518,5115,5633,251,480,5633,2
481,2012-04-25,Summer,2012,4,0,3,1,Clear,0.476667,0.470317,0.427917,0.118792,655,5541,6196,250,481,6196,0
482,2012-04-26,Summer,2012,4,0,4,1,Cloudy,0.498333,0.483583,0.756667,0.176625,475,4551,5026,249,482,5026,2
483,2012-04-27,Summer,2012,4,0,5,1,Clear,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,248,483,6233,0
484,2012-04-28,Summer,2012,4,0,6,0,Cloudy,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,247,484,4220,2
485,2012-04-29,Summer,2012,4,0,0,0,Clear,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,246,485,6304,0
486,2012-04-30,Summer,2012,4,0,1,1,Cloudy,0.464167,0.457696,0.57,0.171638,665,4907,5572,245,486,5572,2
487,2012-05-01,Summer,2012,5,0,2,1,Cloudy,0.613333,0.577021,0.659583,0.156096,653,5087,5740,244,487,5740,0
488,2012-05-02,Summer,2012,5,0,3,1,Clear,0.564167,0.537896,0.797083,0.138058,667,5502,6169,243,488,6169,0
489,2012-05-03,Summer,2012,5,0,4,1,Cloudy,0.56,0.537242,0.768333,0.133696,764,5657,6421,242,489,6421,0
490,2012-05-04,Summer,2012,5,0,5,1,Clear,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,241,490,6296,0
491,2012-05-05,Summer,2012,5,0,6,0,Cloudy,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,240,491,6883,0
492,2012-05-06,Summer,2012,5,0,0,0,Cloudy,0.5625,0.546737,0.74,0.149879,2135,4224,6359,239,492,6359,0
493,2012-05-07,Summer,2012,5,0,1,1,Cloudy,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,238,493,6273,0
494,2012-05-08,Summer,2012,5,0,2,1,Cloudy,0.581667,0.557471,0.685833,0.296029,738,4990,5728,237,494,5728,0
495,2012-05-09,Summer,2012,5,0,3,1,Cloudy,0.575,0.553025,0.744167,0.216412,620,4097,4717,236,495,4717,2
496,2012-05-10,Summer,2012,5,0,4,1,Clear,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,235,496,6572,0
497,2012-05-11,Summer,2012,5,0,5,1,Clear,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,234,497,7030,0
498,2012-05-12,Summer,2012,5,0,6,0,Clear,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233,498,7429,0
499,2012-05-13,Summer,2012,5,0,0,0,Clear,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232,499,6118,0
500,2012-05-14,Summer,2012,5,0,1,1,Cloudy,0.573333,0.5499,0.789583,0.212692,342,2501,2843,231,500,2843,1
501,2012-05-15,Summer,2012,5,0,2,1,Cloudy,0.611667,0.576404,0.794583,0.147392,625,4490,5115,230,501,5115,2
502,2012-05-16,Summer,2012,5,0,3,1,Clear,0.636667,0.595975,0.697917,0.122512,991,6433,7424,229,502,7424,0
503,2012-05-17,Summer,2012,5,0,4,1,Clear,0.593333,0.572613,0.52,0.229475,1242,6142,7384,228,503,7384,0
504,2012-05-18,Summer,2012,5,0,5,1,Clear,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,227,504,7639,0
505,2012-05-19,Summer,2012,5,0,6,0,Clear,0.6,0.566908,0.45625,0.083975,3410,4884,8294,226,505,8294,0
506,2012-05-20,Summer,2012,5,0,0,0,Clear,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,225,506,7129,0
507,2012-05-21,Summer,2012,5,0,1,1,Cloudy,0.598333,0.565667,0.81125,0.233204,630,3729,4359,224,507,4359,2
508,2012-05-22,Summer,2012,5,0,2,1,Cloudy,0.615,0.580825,0.765833,0.118167,819,5254,6073,223,508,6073,0
509,2012-05-23,Summer,2012,5,0,3,1,Cloudy,0.621667,0.584612,0.774583,0.102,766,4494,5260,222,509,5260,2
510,2012-05-24,Summer,2012,5,0,4,1,Clear,0.655,0.6067,0.716667,0.172896,1059,5711,6770,221,510,6770,0
511,2012-05-25,Summer,2012,5,0,5,1,Clear,0.68,0.627529,0.747083,0.14055,1417,5317,6734,220,511,6734,0
512,2012-05-26,Summer,2012,5,0,6,0,Clear,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,219,512,6536,0
513,2012-05-27,Summer,2012,5,0,0,0,Clear,0.69,0.641425,0.697083,0.215171,3283,3308,6591,218,513,6591,0
514,2012-05-28,Summer,2012,5,1,1,0,Clear,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,217,514,6043,0
515,2012-05-29,Summer,2012,5,0,2,1,Clear,0.7225,0.672992,0.684583,0.2954,880,4863,5743,216,515,5743,0
516,2012-05-30,Summer,2012,5,0,3,1,Cloudy,0.656667,0.611129,0.67,0.134329,745,6110,6855,215,516,6855,0
517,2012-05-31,Summer,2012,5,0,4,1,Clear,0.68,0.631329,0.492917,0.195279,1100,6238,7338,214,517,7338,0
518,2012-06-01,Summer,2012,6,0,5,1,Cloudy,0.654167,0.607962,0.755417,0.237563,533,3594,4127,213,518,4127,2
519,2012-06-02,Summer,2012,6,0,6,0,Clear,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,212,519,8120,0
520,2012-06-03,Summer,2012,6,0,0,0,Clear,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,211,520,7641,0
521,2012-06-04,Summer,2012,6,0,1,1,Clear,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,210,521,6998,0
522,2012-06-05,Summer,2012,6,0,2,1,Cloudy,0.540833,0.525892,0.613333,0.209575,968,6033,7001,209,522,7001,0
523,2012-06-06,Summer,2012,6,0,3,1,Clear,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,208,523,7055,0
524,2012-06-07,Summer,2012,6,0,4,1,Clear,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,207,524,7494,0
525,2012-06-08,Summer,2012,6,0,5,1,Clear,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,206,525,7736,0
526,2012-06-09,Summer,2012,6,0,6,0,Clear,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,205,526,7498,0
527,2012-06-10,Summer,2012,6,0,0,0,Clear,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,204,527,6598,0
528,2012-06-11,Summer,2012,6,0,1,1,Cloudy,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,203,528,6664,0
529,2012-06-12,Summer,2012,6,0,2,1,Cloudy,0.653333,0.597875,0.833333,0.214546,477,4495,4972,202,529,4972,2
530,2012-06-13,Summer,2012,6,0,3,1,Clear,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,201,530,7421,0
531,2012-06-14,Summer,2012,6,0,4,1,Clear,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,200,531,7363,0
532,2012-06-15,Summer,2012,6,0,5,1,Clear,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,199,532,7665,0
533,2012-06-16,Summer,2012,6,0,6,0,Clear,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,198,533,7702,0
534,2012-06-17,Summer,2012,6,0,0,0,Clear,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,197,534,6978,0
535,2012-06-18,Summer,2012,6,0,1,1,Cloudy,0.568333,0.544842,0.777917,0.174746,653,4446,5099,196,535,5099,2
536,2012-06-19,Summer,2012,6,0,2,1,Clear,0.688333,0.654692,0.69,0.148017,968,5857,6825,195,536,6825,0
537,2012-06-20,Summer,2012,6,0,3,1,Clear,0.7825,0.720975,0.592083,0.113812,872,5339,6211,194,537,6211,0
538,2012-06-21,Fall,2012,6,0,4,1,Clear,0.805833,0.752542,0.567917,0.118787,778,5127,5905,193,538,5905,0
539,2012-06-22,Fall,2012,6,0,5,1,Clear,0.7775,0.724121,0.57375,0.182842,964,4859,5823,192,539,5823,0
540,2012-06-23,Fall,2012,6,0,6,0,Clear,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,191,540,7458,0
541,2012-06-24,Fall,2012,6,0,0,0,Clear,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,190,541,6891,0
542,2012-06-25,Fall,2012,6,0,1,1,Clear,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,189,542,6779,0
543,2012-06-26,Fall,2012,6,0,2,1,Clear,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,188,543,7442,0
544,2012-06-27,Fall,2012,6,0,3,1,Clear,0.6975,0.640792,0.36,0.271775,1077,6258,7335,187,544,7335,0
545,2012-06-28,Fall,2012,6,0,4,1,Clear,0.749167,0.675512,0.4225,0.17165,921,5958,6879,186,545,6879,0
546,2012-06-29,Fall,2012,6,0,5,1,Clear,0.834167,0.786613,0.48875,0.165417,829,4634,5463,185,546,5463,2
547,2012-06-30,Fall,2012,6,0,6,0,Clear,0.765,0.687508,0.60125,0.161071,1455,4232,5687,184,547,5687,0
548,2012-07-01,Fall,2012,7,0,0,0,Clear,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,183,548,5531,2
549,2012-07-02,Fall,2012,7,0,1,1,Clear,0.781667,0.702038,0.447083,0.195267,904,5323,6227,182,549,6227,0
550,2012-07-03,Fall,2012,7,0,2,1,Clear,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,181,550,6660,0
551,2012-07-04,Fall,2012,7,1,3,0,Clear,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,180,551,7403,0
552,2012-07-05,Fall,2012,7,0,4,1,Clear,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,179,552,6241,0
553,2012-07-06,Fall,2012,7,0,5,1,Clear,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,178,553,6207,0
554,2012-07-07,Fall,2012,7,0,6,0,Clear,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,177,554,4840,2
555,2012-07-08,Fall,2012,7,0,0,0,Clear,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,176,555,4672,2
556,2012-07-09,Fall,2012,7,0,1,1,Cloudy,0.710833,0.654054,0.683333,0.180975,998,5571,6569,175,556,6569,0
557,2012-07-10,Fall,2012,7,0,2,1,Cloudy,0.720833,0.664796,0.6675,0.151737,954,5336,6290,174,557,6290,0
558,2012-07-11,Fall,2012,7,0,3,1,Clear,0.716667,0.650271,0.633333,0.151733,975,6289,7264,173,558,7264,0
559,2012-07-12,Fall,2012,7,0,4,1,Clear,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,172,559,7446,0
560,2012-07-13,Fall,2012,7,0,5,1,Cloudy,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,171,560,7499,0
561,2012-07-14,Fall,2012,7,0,6,0,Cloudy,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,170,561,6969,0
562,2012-07-15,Fall,2012,7,0,0,0,Clear,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,169,562,6031,0
563,2012-07-16,Fall,2012,7,0,1,1,Clear,0.763333,0.724125,0.645,0.164187,1088,5742,6830,168,563,6830,0
564,2012-07-17,Fall,2012,7,0,2,1,Clear,0.818333,0.755683,0.505833,0.114429,921,5865,6786,167,564,6786,0
565,2012-07-18,Fall,2012,7,0,3,1,Clear,0.793333,0.745583,0.577083,0.137442,799,4914,5713,166,565,5713,0
566,2012-07-19,Fall,2012,7,0,4,1,Clear,0.77,0.714642,0.600417,0.165429,888,5703,6591,165,566,6591,0
567,2012-07-20,Fall,2012,7,0,5,1,Cloudy,0.665833,0.613025,0.844167,0.208967,747,5123,5870,164,567,5870,0
568,2012-07-21,Fall,2012,7,0,6,0,Rain,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,163,568,4459,2
569,2012-07-22,Fall,2012,7,0,0,0,Cloudy,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,162,569,7410,0
570,2012-07-23,Fall,2012,7,0,1,1,Clear,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,161,570,6966,0
571,2012-07-24,Fall,2012,7,0,2,1,Clear,0.750833,0.70645,0.655,0.211454,1140,6452,7592,160,571,7592,0
572,2012-07-25,Fall,2012,7,0,3,1,Clear,0.724167,0.654054,0.45,0.1648,1383,6790,8173,159,572,8173,0
573,2012-07-26,Fall,2012,7,0,4,1,Clear,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,158,573,6861,0
574,2012-07-27,Fall,2012,7,0,5,1,Clear,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,157,574,6904,0
575,2012-07-28,Fall,2012,7,0,6,0,Clear,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,156,575,6685,0
576,2012-07-29,Fall,2012,7,0,0,0,Clear,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,155,576,6597,0
577,2012-07-30,Fall,2012,7,0,1,1,Clear,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,154,577,7105,0
578,2012-07-31,Fall,2012,7,0,2,1,Clear,0.713333,0.662896,0.704167,0.165425,968,6248,7216,153,578,7216,0
579,2012-08-01,Fall,2012,8,0,3,1,Clear,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,152,579,7580,0
580,2012-08-02,Fall,2012,8,0,4,1,Clear,0.7525,0.707088,0.659583,0.129354,983,6278,7261,151,580,7261,0
581,2012-08-03,Fall,2012,8,0,5,1,Cloudy,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,150,581,7175,0
582,2012-08-04,Fall,2012,8,0,6,0,Clear,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,149,582,6824,0
583,2012-08-05,Fall,2012,8,0,0,0,Clear,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,148,583,5464,2
584,2012-08-06,Fall,2012,8,0,1,1,Cloudy,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,147,584,7013,0
585,2012-08-07,Fall,2012,8,0,2,1,Cloudy,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,146,585,7273,0
586,2012-08-08,Fall,2012,8,0,3,1,Cloudy,0.75,0.707717,0.672917,0.1107,1263,6271,7534,145,586,7534,0
587,2012-08-09,Fall,2012,8,0,4,1,Clear,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,144,587,7286,0
588,2012-08-10,Fall,2012,8,0,5,1,Cloudy,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,143,588,5786,0
589,2012-08-11,Fall,2012,8,0,6,0,Cloudy,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,142,589,6299,0
590,2012-08-12,Fall,2012,8,0,0,0,Clear,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,141,590,6544,0
591,2012-08-13,Fall,2012,8,0,1,1,Clear,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,140,591,6883,0
592,2012-08-14,Fall,2012,8,0,2,1,Clear,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,139,592,6784,0
593,2012-08-15,Fall,2012,8,0,3,1,Clear,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,138,593,7347,0
594,2012-08-16,Fall,2012,8,0,4,1,Clear,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,137,594,7605,0
595,2012-08-17,Fall,2012,8,0,5,1,Clear,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,136,595,7148,0
596,2012-08-18,Fall,2012,8,0,6,0,Clear,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,135,596,7865,0
597,2012-08-19,Fall,2012,8,0,0,0,Cloudy,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,134,597,4549,2
598,2012-08-20,Fall,2012,8,0,1,1,Cloudy,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,133,598,6530,0
599,2012-08-21,Fall,2012,8,0,2,1,Clear,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,132,599,7006,0
600,2012-08-22,Fall,2012,8,0,3,1,Clear,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,131,600,7375,0
601,2012-08-23,Fall,2012,8,0,4,1,Clear,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,130,601,7765,0
602,2012-08-24,Fall,2012,8,0,5,1,Cloudy,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,129,602,7582,0
603,2012-08-25,Fall,2012,8,0,6,0,Cloudy,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,128,603,6053,0
604,2012-08-26,Fall,2012,8,0,0,0,Cloudy,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,127,604,5255,2
605,2012-08-27,Fall,2012,8,0,1,1,Clear,0.703333,0.654688,0.730417,0.128733,989,5928,6917,126,605,6917,0
606,2012-08-28,Fall,2012,8,0,2,1,Clear,0.728333,0.66605,0.62,0.190925,935,6105,7040,125,606,7040,0
607,2012-08-29,Fall,2012,8,0,3,1,Clear,0.685,0.635733,0.552083,0.112562,1177,6520,7697,124,607,7697,0
608,2012-08-30,Fall,2012,8,0,4,1,Clear,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,123,608,7713,0
609,2012-08-31,Fall,2012,8,0,5,1,Clear,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,122,609,7350,0
610,2012-09-01,Fall,2012,9,0,6,0,Cloudy,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,121,610,6140,0
611,2012-09-02,Fall,2012,9,0,0,0,Cloudy,0.696667,0.649,0.815,0.0640708,2613,3197,5810,120,611,5810,0
612,2012-09-03,Fall,2012,9,1,1,0,Clear,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,119,612,6034,0
613,2012-09-04,Fall,2012,9,0,2,1,Clear,0.725833,0.686888,0.755,0.236321,867,5997,6864,118,613,6864,0
614,2012-09-05,Fall,2012,9,0,3,1,Clear,0.736667,0.708983,0.74125,0.187808,832,6280,7112,117,614,7112,0
615,2012-09-06,Fall,2012,9,0,4,1,Cloudy,0.696667,0.655329,0.810417,0.142421,611,5592,6203,116,615,6203,0
616,2012-09-07,Fall,2012,9,0,5,1,Clear,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,115,616,7504,0
617,2012-09-08,Fall,2012,9,0,6,0,Cloudy,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,114,617,5976,0
618,2012-09-09,Fall,2012,9,0,0,0,Clear,0.61,0.578925,0.5475,0.224496,2570,5657,8227,113,618,8227,0
619,2012-09-10,Fall,2012,9,0,1,1,Clear,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,112,619,7525,0
620,2012-09-11,Fall,2012,9,0,2,1,Clear,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,111,620,7767,0
621,2012-09-12,Fall,2012,9,0,3,1,Clear,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,110,621,7870,0
622,2012-09-13,Fall,2012,9,0,4,1,Clear,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,109,622,7804,0
623,2012-09-14,Fall,2012,9,0,5,1,Clear,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,108,623,8009,0
624,2012-09-15,Fall,2012,9,0,6,0,Clear,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,107,624,8714,0
625,2012-09-16,Fall,2012,9,0,0,0,Clear,0.58,0.563125,0.57,0.0901833,2166,5167,7333,106,625,7333,0
626,2012-09-17,Fall,2012,9,0,1,1,Cloudy,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,105,626,6869,0
627,2012-09-18,Fall,2012,9,0,2,1,Cloudy,0.623333,0.565067,0.8725,0.357587,371,3702,4073,104,627,4073,2
628,2012-09-19,Fall,2012,9,0,3,1,Clear,0.5525,0.540404,0.536667,0.215175,788,6803,7591,103,628,7591,0
629,2012-09-20,Fall,2012,9,0,4,1,Clear,0.546667,0.532192,0.618333,0.118167,939,6781,7720,102,629,7720,0
630,2012-09-21,Fall,2012,9,0,5,1,Clear,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,101,630,8167,0
631,2012-09-22,Fall,2012,9,0,6,0,Clear,0.65,0.610488,0.646667,0.283583,2512,5883,8395,100,631,8395,0
632,2012-09-23,Winter,2012,9,0,0,0,Clear,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,99,632,7907,0
633,2012-09-24,Winter,2012,9,0,1,1,Clear,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,98,633,7436,0
